orden_piloto,estado_pilotaje,id_item,estado_beta,prioridad,area_canonica,subarea,perfil_sugerido,tipo_item,ruta_actual_o_propuesta,ruta_origen,lote,decisiones,acciones,fuentes,json_materializado,validacion_minima,destino_beta,notas
44,PILOTAJE_V1,DIL_B02_I06,PILOTAJE_V1_CANDIDATO,90,normatividad,limites de competencia escolar frente a presunto abuso,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B02_I06.json,content/items/stand-by/PARD y restablecimiento de derechos/DIL_B02_I06.json,L023,LISTO_PARA_BANCO,,auditoria/L023 | auditoria/L064,no,,content/items/beta-v1/normatividad/DIL_B02_I06.json,"La opcion A recoge la respuesta institucional correcta: proteccion inmediata, documentacion objetiva y traslado oportuno a autoridad competente, evitando revictimizacion y extralimitacion de funciones."
45,PILOTAJE_V1,DIL_B03_I04,PILOTAJE_V1_CANDIDATO,90,normatividad,evolucion_normativa_infancia,por_confirmar,funcional,content/items/normatividad/DIL_B03_I04.json,content/items/stand-by/Evolución normativa - Código del Menor vs. Ley 1098/DIL_B03_I04.json,L016,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco,,auditoria/L016 | content/items | content/items/_banco-operacional.csv | fase-5/pilotaje,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/DIL_B03_I04.json,"Ítem normativo relativamente situado sobre protección integral y rutas institucionales. / La opción A es la mejor respuesta porque lleva el principio de protección integral a actuaciones escolares concretas: prevenir, detectar, reportar y articular rutas sin esperar daño extremo ni orden judicial previa."
47,PILOTAJE_V1,DIL_B04_I05,PILOTAJE_V1_CANDIDATO,90,normatividad,Disciplina formativa y dignidad,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/comportamental/DIL_B04_I05.json,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I05.json",L027,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L027 | auditoria/L068 | auditoria/L078 | auditoria/L081,no,,content/items/beta-v1/normatividad/DIL_B04_I05.json,"La opcion correcta protege dignidad, aprendizaje reflexivo y reparacion del dano, mientras evita castigos humillantes, sanciones academicas improcedentes y vulneraciones al debido proceso. / Mide respuesta formativa no degradante, pero la clave sigue muy previsible frente a opciones poco competitivas."
50,PILOTAJE_V1,IDD_B15_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,currículo_y_dur_1075,por_confirmar,funcional,content/items/normatividad/IDD_B15_I01.json,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I01.json",L008,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L008 | auditoria/L032 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/IDD_B15_I01.json,"La inclusión curricular exige participación en aula regular con apoyos y ajustes razonables, no segregación ni homogeneización formal. / Ya auditado en L008 y conservado en L029 como trazabilidad previa; no se reprocesa."
54,PILOTAJE_V1,NFL_B07_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,"Acceso, permanencia e inclusión",por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/NFL_B07_I01.json,"content/items/stand-by/Educación como derecho fundamental, bien común y derecho pluridimensional/NFL_B07_I01.json",L001,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L001 | auditoria/L075,no,,content/items/beta-v1/normatividad/NFL_B07_I01.json,"El derecho a la educación no se agota en el cupo escolar: compromete condiciones efectivas de permanencia, inclusión y calidad."
55,PILOTAJE_V1,NFL_B08_I01,PILOTAJE_CON_AJUSTE,90,normatividad,Ajustes razonables y barreras,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/NFL_B08_I01.json,"content/items/stand-by/Igualdad material, discriminación positiva y debilidad manifiesta/NFL_B08_I01.json",L039,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA | OPERACIONAL_AJUSTADO,ajuste_menor_pre_pilotaje | pilotar,auditoria/L001 | auditoria/L019 | auditoria/L039 | fase-5b/banco-operacional/part-003.csv | fase-5b/remediacion-liviana/part-003.csv,no,,content/items/beta-v1/normatividad/NFL_B08_I01.json,"La igualdad material exige remover barreras con apoyos pertinentes, no uniformar el trato ni vaciar la experiencia educativa de propósito pedagógico. / La igualdad material exige responder a barreras reales con apoyos y ajustes razonables; no equivale ni a uniformidad ni a renuncia al aprendizaje."
56,PILOTAJE_V1,CEOL_B09_I01,PILOTAJE_V1_CANDIDATO,90,competencias_ciudadanas,Apropiacion formativa de normas,por_confirmar,comportamental,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B09_I01.json,"content/items/stand-by/Gestión de aula, lectura, creatividad y honestidad académica/CEOL_B09_I01.json",L017,LISTO_PARA_BANCO,,auditoria/L017,no,,content/items/beta-v1/competencias_ciudadanas/CEOL_B09_I01.json,"La opcion correcta conecta la norma con comprension, corresponsabilidad y reparacion, que es la evidencia mas defendible de una convivencia escolar formativa y no meramente sancionatoria."
57,PILOTAJE_V1,MTV_B08_I06,PILOTAJE_V1_CANDIDATO,90,competencias_ciudadanas,Comunicacion efectiva con familias,por_confirmar,funcional,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/MTV_B08_I06.json,content/items/stand-by/Habilidades blandas y duras/MTV_B08_I06.json,L018,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L018 | auditoria/L065 | auditoria/L072,no,,content/items/beta-v1/competencias_ciudadanas/MTV_B08_I06.json,"La opcion A contiene escucha, autorregulacion, explicacion suficiente y una salida institucional proporcional. Es la unica que atiende la inquietud sin escalar el conflicto ni evadirlo. / La decisión se mantiene desde la auditoría previa porque el caso conserva actuación observable y requería solo validación adicional de taxonomía y distractores."
58,PILOTAJE_V1,MTV_B08_I13,PILOTAJE_V1_CANDIDATO,90,competencias_ciudadanas,Intervencion restaurativa,por_confirmar,funcional,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/MTV_B08_I13.json,content/items/stand-by/Habilidades blandas y duras/MTV_B08_I13.json,L018,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L018 | auditoria/L065 | auditoria/L072,no,,content/items/beta-v1/competencias_ciudadanas/MTV_B08_I13.json,"La opcion B es la unica que prioriza seguridad inmediata y tratamiento formativo posterior. Las otras opciones son punitivas, omisivas o solo cosméticas. / La decisión previa se mantiene porque el caso conserva valor aplicado en convivencia, aunque requiere contraste humano de alcance normativo y perfil."
60,PILOTAJE_V1,CEOL_B02_I05,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,respuesta_restaurativa_al_bullying,por_confirmar,comportamental,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B02_I05.json,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I05.json",L013-B,LISTO_PARA_PILOTAJE,,auditoria/L013 | auditoria/L068 | auditoria/L078,no,,content/items/beta-v1/competencias_ciudadanas/CEOL_B02_I05.json,"La clave es B porque la justicia restaurativa no equivale a impunidad ni a sanción aislada: exige protección, responsabilización, reparación y seguimiento. / Sostiene un juicio restaurativo defendible, pero aún requiere fortalecer plausibilidad competitiva de distractores."
61,PILOTAJE_V1,CEOL_B04_I02,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,entorno_escolar_y_redes_de_proteccion,por_confirmar,comportamental,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B04_I02.json,"content/items/stand-by/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I02.json",L006-A,LISTO_PARA_PILOTAJE,,auditoria/L006,no,,content/items/beta-v1/competencias_ciudadanas/CEOL_B04_I02.json,"La clave es C porque responde desde la corresponsabilidad y la protección integral: reconoce el impacto del contexto, acompaña a los estudiantes, involucra a las familias y articula la red institucional y territorial sin criminalizar ni abandonar a la población escolar."
62,PILOTAJE_V1,CEOL_B04_I04,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,dialogo_comunitario_y_prevencion,por_confirmar,comportamental,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B04_I04.json,"content/items/stand-by/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I04.json",L006-A,LISTO_PARA_PILOTAJE,,auditoria/L006,no,,content/items/beta-v1/competencias_ciudadanas/CEOL_B04_I04.json,"La clave es D porque incorpora mediación comunitaria, lectura del entorno y corresponsabilidad preventiva. La respuesta correcta evita tanto la negación del problema como la criminalización de los estudiantes o la delegación exclusiva a la policía."
66,PILOTAJE_V1,DIL_B07_I02,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,Límites de la democracia directa frente a derechos de la infancia,por_confirmar,funcional,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/funcional/DIL_B07_I02.json,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I02.json",L022,LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L022 | auditoria/L053,no,,content/items/beta-v1/competencias_ciudadanas/DIL_B07_I02.json,"La opción correcta reconoce que no toda decisión mayoritaria es válida cuando se pretende afectar derechos fundamentales de la infancia y, además, diferencia la competencia del mecanismo invocado. / Ítem ya auditado en L022 con decisión LISTO_PARA_PILOTAJE; no se reprocesa."
69,PILOTAJE_V1,CB12_I01,PILOTAJE_V1_CANDIDATO,90,gestion,direccionamiento_institucional,por_confirmar,funcional,content/items/gestion/CB12_I01.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/gestion/CB12_I01.json,
71,PILOTAJE_V1,GCM-DIR-GES-PEI-0001,PILOTAJE_V1_CANDIDATO,90,gestion,gestion_directiva,por_confirmar,funcional,content/items/gestion/GCM-DIR-GES-PEI-0001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/gestion/GCM-DIR-GES-PEI-0001.json,
72,PILOTAJE_V1,MTV_B08_I08,PILOTAJE_V1_CANDIDATO,90,gestion,Concertacion docente,por_confirmar,funcional,content/restructuring-v1/docente/gestion/por_confirmar/comportamental/MTV_B08_I08.json,content/items/stand-by/Habilidades blandas y duras/MTV_B08_I08.json,L018,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L018 | auditoria/L065 | auditoria/L072,no,,content/items/beta-v1/gestion/MTV_B08_I08.json,"La opcion A es la unica que convierte el desacuerdo en trabajo tecnico conjunto y no en obediencia, confrontacion individual o renuncia al trabajo colaborativo. / La decisión previa se mantiene porque el caso sí exige concertación profesional observable, aunque necesita validación humana de encuadre taxonómico."
73,PILOTAJE_V1,gestion-liderazgo-apropiacion-pei-001,PILOTAJE_V1_CANDIDATO,90,gestion,gestion_directiva,por_confirmar,funcional,content/items/gestion/gestion-liderazgo-apropiacion-pei-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/gestion/gestion-liderazgo-apropiacion-pei-001.json,
74,PILOTAJE_V1,item-ges-0001,PILOTAJE_V1_CANDIDATO,85,gestion,gestion_directiva,por_confirmar,funcional,content/items/no-beta-v1/banco-operacional-previo/gestion/gestion_directiva/liderazgo_y_clima_escolar/GCM-DIR-GES-PEI-0001.json,,,apto_para_pilotaje,,content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/gestion/item-ges-0001.json,
75,PILOTAJE_V1,CB09_I01,PILOTAJE_V1_RESERVA,65,gestion,Organizacion del horario escolar,por_confirmar,funcional,content/restructuring-v1/docente/gestion/por_confirmar/funcional/CB09_I01.json,content/items/stand-by/Horario escolar/CB09_I01.json,L018,LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L018 | auditoria/L041,no,,content/items/beta-v1/gestion/CB09_I01.json,"La opcion A es la unica que asume la responsabilidad institucional del problema y lo corrige con criterios de gestion. Las otras opciones delegan, recortan el servicio o evaden el problema. / Ya auditado en L018; se conserva la trazabilidad previa y no se reprocesa en este lote."
77,PILOTAJE_V1,lectura-critica-analisis-argumentativo-001,PILOTAJE_V1_CANDIDATO,90,lectura_critica,comprension_textual_critica,por_confirmar,funcional,content/items/lectura_critica/lectura-critica-analisis-argumentativo-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/lectura_critica/lectura-critica-analisis-argumentativo-001.json,
78,PILOTAJE_V1,lectura-critica-analisis-argumentativo-002,PILOTAJE_V1_CANDIDATO,90,lectura_critica,comprension_textual_critica,por_confirmar,funcional,content/items/lectura_critica/lectura-critica-analisis-argumentativo-002.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/lectura_critica/lectura-critica-analisis-argumentativo-002.json,
79,PILOTAJE_V1,lectura-critica-estructura-textual-001,PILOTAJE_V1_CANDIDATO,90,lectura_critica,comprension_textual_critica,por_confirmar,funcional,content/items/lectura_critica/lectura-critica-estructura-textual-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/lectura_critica/lectura-critica-estructura-textual-001.json,
80,PILOTAJE_V1,lectura-critica-interpretacion-textual-001,PILOTAJE_V1_CANDIDATO,90,lectura_critica,comprension_textual_critica,por_confirmar,funcional,content/items/lectura_critica/lectura-critica-interpretacion-textual-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/lectura_critica/lectura-critica-interpretacion-textual-001.json,
81,PILOTAJE_V1,matematicas-analisis-datos-002,PILOTAJE_V1_CANDIDATO,90,matematicas,aleatorio_y_estadistica,por_confirmar,funcional,content/items/matematicas/matematicas-analisis-datos-002.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/matematicas/matematicas-analisis-datos-002.json,
82,PILOTAJE_V1,matematicas-resolucion-problemas-001,PILOTAJE_V1_CANDIDATO,90,matematicas,numérico_variacional,por_confirmar,funcional,content/items/matematicas/matematicas-resolucion-problemas-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/matematicas/matematicas-resolucion-problemas-001.json,
83,PILOTAJE_V1,matematicas-resolucion-problemas-002,PILOTAJE_V1_CANDIDATO,90,matematicas,metrico_espacial,por_confirmar,funcional,content/items/matematicas/matematicas-resolucion-problemas-002.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/matematicas/matematicas-resolucion-problemas-002.json,
84,PILOTAJE_V1,PPDC_B06_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,"Diversidad étnica, cultura e historia",por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/PPDC_B06_I01.json,"content/items/stand-by/Normatividad, fines de la educación y educación no formal/PPDC_B06_I01.json",L001,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L001 | auditoria/L023 | auditoria/L041,no,,content/items/beta-v1/normatividad/PPDC_B06_I01.json,"La integración transversal permite materializar fines formativos asociados a ciudadanía crítica, memoria, identidad y reconocimiento de la diversidad. / La opcion B convierte los fines de la educacion en una orientacion curricular concreta: formar identidad, memoria historica y respeto por la diversidad desde experiencias sostenidas y no desde actos simbolicos aislados. / Ya auditado en L023; se conserva la trazabilidad previa y no se reprocesa en este lote."
85,PILOTAJE_V1,normatividad-convivencia-escolar-001,PILOTAJE_V1_CANDIDATO,90,normatividad,convivencia_escolar,por_confirmar,funcional,content/items/normatividad/normatividad-convivencia-escolar-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-convivencia-escolar-001.json,
86,PILOTAJE_V1,normatividad-convivencia-escolar-002,PILOTAJE_V1_CANDIDATO,90,normatividad,convivencia_escolar,por_confirmar,funcional,content/items/normatividad/normatividad-convivencia-escolar-002.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-convivencia-escolar-002.json,
87,PILOTAJE_V1,normatividad-evaluacion-normativa-001,PILOTAJE_V1_CANDIDATO,90,normatividad,evaluacion_del_aprendizaje,por_confirmar,funcional,content/items/normatividad/normatividad-evaluacion-normativa-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-evaluacion-normativa-001.json,
88,PILOTAJE_V1,normatividad-funcion-docente-001,PILOTAJE_V1_CANDIDATO,90,normatividad,carrera_docente,por_confirmar,funcional,content/items/normatividad/normatividad-funcion-docente-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-funcion-docente-001.json,
89,PILOTAJE_V1,normatividad-inclusion-001,PILOTAJE_V1_CANDIDATO,90,normatividad,inclusion_y_equidad,por_confirmar,funcional,content/items/normatividad/normatividad-inclusion-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-inclusion-001.json,
90,PILOTAJE_V1,EIP_B01_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,proyectos_pedagogicos,por_confirmar,funcional,content/items/pedagogia/EIP_B01_I03.json,content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I03.json,L008,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco,,auditoria/L008 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B01_I03.json,"La educación ambiental tiene sentido curricular cuando conecta comprensión del entorno, cuidado y prácticas formativas sostenidas."
91,PILOTAJE_V1,EIP_B01_I04,PILOTAJE_V1_CANDIDATO,90,pedagogia,proyectos_pedagogicos,por_confirmar,funcional,content/items/pedagogia/EIP_B01_I04.json,content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I04.json,L008,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco,,auditoria/L008 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B01_I04.json,"La educación sexual curricular exige continuidad, adecuación al desarrollo y responsabilidad pedagógica institucional."
92,PILOTAJE_V1,EIP_B01_I05,PILOTAJE_V1_CANDIDATO,90,pedagogia,proyectos_pedagogicos,por_confirmar,funcional,content/items/pedagogia/EIP_B01_I05.json,content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I05.json,L008,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco,,auditoria/L008 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B01_I05.json,La apropiación ciudadana ocurre cuando la norma se enlaza con experiencias reales de participación y convivencia escolar.
95,PILOTAJE_V1,EIP_B05_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,desarrollo_preescolar,por_confirmar,funcional,content/items/pedagogia/EIP_B05_I01.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B05_I01.json,
96,PILOTAJE_V1,EIP_B05_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,desarrollo_preescolar,por_confirmar,funcional,content/items/pedagogia/EIP_B05_I02.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B05_I02.json,
97,PILOTAJE_V1,EIP_B05_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,desarrollo_preescolar,por_confirmar,funcional,content/items/pedagogia/EIP_B05_I03.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B05_I03.json,
98,PILOTAJE_V1,EIP_B05_I04,PILOTAJE_V1_CANDIDATO,90,pedagogia,desarrollo_preescolar,por_confirmar,funcional,content/items/pedagogia/EIP_B05_I04.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B05_I04.json,
99,PILOTAJE_V1,EIP_B06_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,teoria_curricular,por_confirmar,funcional,content/items/pedagogia/EIP_B06_I01.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B06_I01.json,
100,PILOTAJE_V1,EIP_B06_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,teoria_curricular,por_confirmar,funcional,content/items/pedagogia/EIP_B06_I02.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B06_I02.json,
