ruta,tipo,extension,tamano_bytes,carpeta_top,capa_inferida,uso_inferido
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-evaluacion-aprendizaje-001.md","items","md",1510,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-evaluacion-aprendizaje-002.json","items","json",2745,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-evaluacion-aprendizaje-002.md","items","md",1349,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-inclusion-001.json","items","json",3105,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-inclusion-001.md","items","md",1479,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-inclusion-002.json","items","json",3033,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-inclusion-002.md","items","md",1456,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-planeacion-aula-001.json","items","json",2938,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/pedagogia-planeacion-aula-001.md","items","md",1550,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/PPDC_B04_I01.json","items","json",3083,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/pedagogia/PPDC_B07_I01.json","items","json",2802,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/Propósitos de la educación/CB14_I03.json","items","json",3217,"items","pregunta_json","item"
"content/items/no-beta-v1/banco-operacional-previo/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I01.json","items","json",3205,"items","pregunta_json","item"
"content/items/no-beta-v1/control-operacional/README.md","items","md",785,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/control-operacional/_banco-operacional.csv","items","csv",12295,"items","csv","trazabilidad_decisiones"
"content/items/no-beta-v1/control-operacional/_checklist.md","items","md",846,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/control-operacional/_descartes-reales.csv","items","csv",294,"items","csv","trazabilidad_decisiones"
"content/items/no-beta-v1/control-operacional/_incidencias.csv","items","csv",20795,"items","csv","trazabilidad_decisiones"
"content/items/no-beta-v1/control-operacional/_transform-report.md","items","md",2623,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/stand-by-historico/README.md","items","md",445,"items","documentacion","doc_gobernanza"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I01.json","items","json",3081,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I02.json","items","json",3212,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I03.json","items","json",3315,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I04.json","items","json",3245,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I05.json","items","json",3166,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I06.json","items","json",3222,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I07.json","items","json",3253,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I08.json","items","json",3129,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I09.json","items","json",3128,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I10.json","items","json",3353,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I11.json","items","json",3220,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aprendizaje significativo Ausubel/MTV_B22_I12.json","items","json",3356,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aptitud verbal y organización textual/IDD_B17_I01.json","items","json",3336,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aptitud verbal y organización textual/IDD_B17_I02.json","items","json",3131,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aptitud verbal y organización textual/IDD_B17_I03.json","items","json",3223,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aptitud verbal y organización textual/IDD_B17_I04.json","items","json",3507,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aptitud verbal y organización textual/IDD_B17_I05.json","items","json",3384,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Aula invertida y cambio de rol docente/PPDC_B07_I01.json","items","json",4075,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Autonomía escolar, religión, colegios privados y equidad/IDD_B16_I01.json","items","json",4192,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I01.json","items","json",3552,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I02.json","items","json",3977,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I03.json","items","json",3880,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I04.json","items","json",4168,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I05.json","items","json",4254,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Comunicación asertiva/CB05_I01.json","items","json",3319,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Comunicación asertiva/CB05_I02.json","items","json",3260,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Comunicación asertiva/CB05_I03.json","items","json",3290,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Concepto y tipos de currículo/GA02_B05_I01_concepto_curriculo.json","items","json",3392,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Concepto y tipos de currículo/GA02_B05_I02_curriculo_oficial.json","items","json",3199,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Concepto y tipos de currículo/GA02_B05_I03_curriculo_oculto.json","items","json",3717,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Concepto y tipos de currículo/GA02_B05_I04_curriculo_nulo.json","items","json",3737,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Constructivismo, indagación y aprendizaje experimental/PPDC_B03_I01.json","items","json",3659,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Constructivismo, indagación y aprendizaje experimental/PPDC_B03_I02.json","items","json",3676,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I01.json","items","json",3837,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I02.json","items","json",3550,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I03.json","items","json",3622,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I04.json","items","json",3756,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I05.json","items","json",3727,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I01.json","items","json",3236,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I02.json","items","json",3231,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I03.json","items","json",3113,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I04.json","items","json",3268,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I05.json","items","json",3100,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I06.json","items","json",3147,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I07.json","items","json",3395,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I08.json","items","json",3155,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I09.json","items","json",3138,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I10.json","items","json",3347,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I11.json","items","json",3243,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Contexto, currículo y práctica educativa/MTV_B36_I12.json","items","json",3077,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad educativa, ausentismo y posición de garante/NFL_B05_I01.json","items","json",3965,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad educativa, ausentismo y posición de garante/NFL_B05_I02.json","items","json",3724,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad educativa, ausentismo y posición de garante/NFL_B05_I03.json","items","json",4141,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I01.json","items","json",3681,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I02.json","items","json",4096,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I03.json","items","json",4152,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I04.json","items","json",3938,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I05.json","items","json",3991,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, garante y protección del estudiante/IDD_B03_I01.json","items","json",3733,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, garante y protección del estudiante/IDD_B03_I03.json","items","json",3728,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I01.json","items","json",3307,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I02.json","items","json",3006,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I03.json","items","json",3518,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I04.json","items","json",3599,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I05.json","items","json",3320,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Criterios, instrumentos y tipos de evaluación/EFCC_B02_I01.json","items","json",3932,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Criterios, instrumentos y tipos de evaluación/EFCC_B02_I02.json","items","json",3788,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Criterios, instrumentos y tipos de evaluación/EFCC_B02_I03.json","items","json",3796,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Cultura escolar, identidad institucional y PEI/CEOL_B11_I01.json","items","json",3721,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Cultura escolar, identidad institucional y PEI/CEOL_B11_I02.json","items","json",3292,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Cultura escolar, identidad institucional y PEI/CEOL_B11_I03.json","items","json",3684,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Cultura escolar, identidad institucional y PEI/CEOL_B11_I04.json","items","json",3553,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Cultura escolar, identidad institucional y PEI/NFL_B02_I01.json","items","json",3246,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Cultura escolar, identidad institucional y PEI/NFL_B02_I02.json","items","json",3288,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Cultura escolar, identidad institucional y PEI/NFL_B02_I03.json","items","json",3552,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo en espiral, Bruner y material concreto/EIP_B06_I01.json","items","json",3456,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo en espiral, Bruner y material concreto/EIP_B06_I02.json","items","json",3532,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo en espiral, Bruner y material concreto/EIP_B06_I03.json","items","json",3588,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo en espiral, Bruner y material concreto/EIP_B06_I04.json","items","json",3575,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo en espiral, Bruner y material concreto/IDD_B08_I01.json","items","json",3345,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I01.json","items","json",4358,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I02.json","items","json",3817,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I03.json","items","json",3899,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I04.json","items","json",3804,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I05.json","items","json",3729,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I01.json","items","json",3652,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I02.json","items","json",3504,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I03.json","items","json",3391,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I04.json","items","json",3480,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I06.json","items","json",3332,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo vs plan vs malla/CB13_I01.json","items","json",3708,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo vs plan vs malla/CB13_I02.json","items","json",3688,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo vs plan vs malla/CB13_I03.json","items","json",3113,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo y Contexto Social/CB01_I01.json","items","json",3847,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo y Contexto Social/CB01_I02.json","items","json",3389,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo y Contexto Social/CB01_I03.json","items","json",3499,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo, PEI y evaluación didáctica/EFCC_B03_I01.json","items","json",3706,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Currículo, PEI y evaluación didáctica/EFCC_B03_I03.json","items","json",4028,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Debido proceso/CB10_I01.json","items","json",3775,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I01.json","items","json",3414,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I02.json","items","json",3544,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I03.json","items","json",3472,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I04.json","items","json",3585,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I05.json","items","json",3643,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Desarrollo integral en preescolar - cinco dimensiones/EIP_B03_I01.json","items","json",3046,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Desarrollo integral en preescolar - cinco dimensiones/EIP_B03_I02.json","items","json",3255,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Desarrollo integral en preescolar - cinco dimensiones/EIP_B03_I03.json","items","json",3246,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Desarrollo integral en preescolar - cinco dimensiones/EIP_B03_I04.json","items","json",3391,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Desarrollo integral en preescolar - cinco dimensiones/EIP_B03_I05.json","items","json",3271,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Diagnóstico pedagógico en educación primaria/PPDC_B05_I01.json","items","json",4294,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Diagnóstico pedagógico integral/EFCC_B05_I01.json","items","json",4036,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Diagnóstico pedagógico, saberes previos y evaluación formativa/IDD_B14_I01.json","items","json",3543,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Diagnóstico pedagógico, saberes previos y evaluación formativa/IDD_B14_I02.json","items","json",3584,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Diagnóstico pedagógico, saberes previos y evaluación formativa/IDD_B14_I03.json","items","json",3411,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Diagnóstico pedagógico, saberes previos y evaluación formativa/IDD_B14_I04.json","items","json",3384,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Diagnóstico pedagógico, saberes previos y evaluación formativa/IDD_B14_I05.json","items","json",3523,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I01.json","items","json",4105,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I02.json","items","json",4391,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I03.json","items","json",4406,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I04.json","items","json",4243,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I05.json","items","json",4357,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Didáctica, diversidad y planeación de aula/GA02_B03_I01.json","items","json",3586,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Didáctica, diversidad y planeación de aula/GA02_B03_I02.json","items","json",3495,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Didáctica, diversidad y planeación de aula/GA02_B03_I03.json","items","json",3652,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Didáctica, diversidad y planeación de aula/GA02_B03_I04.json","items","json",3735,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Dignidad humana, equidad y columna vertebral del Código de Infancia/DIL_B10_I01.json","items","json",3462,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Dignidad humana, equidad y columna vertebral del Código de Infancia/DIL_B10_I02.json","items","json",3654,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Dignidad humana, equidad y columna vertebral del Código de Infancia/DIL_B10_I03.json","items","json",3724,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Dignidad humana, equidad y columna vertebral del Código de Infancia/IDD_B18_I01.json","items","json",3932,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Dignidad humana, equidad y columna vertebral del Código de Infancia/IDD_B18_I02.json","items","json",3578,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Dignidad humana, equidad y columna vertebral del Código de Infancia/IDD_B18_I03.json","items","json",3605,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Dignidad humana, equidad y columna vertebral del Código de Infancia/IDD_B18_I04.json","items","json",3659,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Docente de apoyo, orientador y valoración pedagógica/IDD_B05_I01.json","items","json",3519,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Docente de apoyo, orientador y valoración pedagógica/IDD_B05_I02.json","items","json",3487,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Docente de apoyo, orientador y valoración pedagógica/IDD_B05_I03.json","items","json",3463,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Docente de apoyo, orientador y valoración pedagógica/IDD_B05_I04.json","items","json",3594,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/DUA, PIAR y ajustes razonables/IDD_B04_I01.json","items","json",3730,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/DUA, PIAR y ajustes razonables/IDD_B04_I03.json","items","json",3667,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/DUA, PIAR y ajustes razonables/IDD_B04_I04.json","items","json",3612,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/DUA, PIAR y ajustes razonables/IDD_B04_I05.json","items","json",3493,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/DUA, PIAR y ajustes razonables/IDD_B04_I06.json","items","json",3875,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/DUA, PIAR y ajustes razonables/IDD_B04_I07.json","items","json",3661,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Educación como derecho fundamental, bien común y derecho pluridimensional/NFL_B07_I01.json","items","json",3214,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Educación como derecho fundamental, bien común y derecho pluridimensional/NFL_B07_I02.json","items","json",3754,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Educación como derecho fundamental, bien común y derecho pluridimensional/NFL_B07_I03.json","items","json",3612,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Educación como derecho fundamental, bien común y derecho pluridimensional/NFL_B07_I04.json","items","json",3752,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I01.json","items","json",4013,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I02.json","items","json",3912,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I03.json","items","json",4106,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I04.json","items","json",3934,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I05.json","items","json",4126,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I06.json","items","json",4107,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I07.json","items","json",3274,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I01.json","items","json",3369,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I02.json","items","json",3290,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I03.json","items","json",3052,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I04.json","items","json",3391,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I05.json","items","json",2981,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I01.json","items","json",3416,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I02.json","items","json",3583,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I03.json","items","json",3409,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I04.json","items","json",3609,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Error, conflicto cognitivo y reestructuración de esquemas/MTV_B23_I01.json","items","json",3773,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I01.json","items","json",4693,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I02.json","items","json",4785,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I03.json","items","json",4995,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I04.json","items","json",4743,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Evaluación colaborativa, coevaluación y metacognición/IDD_B13_I02.json","items","json",3362,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Evaluación colaborativa, coevaluación y metacognición/IDD_B13_I03.json","items","json",3743,"items","pregunta_json","item"
"content/items/no-beta-v1/stand-by-historico/Evaluación cualitativa, formativa y participativa/EFCC_B06_I01.json","items","json",4314,"items","pregunta_json","item"
