"id_item","estado_beta","prioridad","area_canonica","subarea","perfil_sugerido","tipo_item","aprovechamiento_opec","ruta_origen","lote","notas","fuente_backlog"
"DIL_B01_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","basica","REVISION_OPEC","content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I02.json","L006-A","Ítem redundante y casi textual sobre la tríada familia-sociedad-Estado. Valor psicométrico bajo y solapamiento con otros del mismo bloque. / Pregunta memorística sobre los tres corresponsables; no exige juicio institucional ni genera evidencia útil para el banco. / Ítem ya auditado en L029 con decisión DESCARTAR; no se reprocesa.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B01_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","basica","REUTILIZAR_CASO_OPEC","content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I04.json","L006-B","Definición declarativa de sujetos titulares de derechos con distractores poco plausibles. La tarea es conceptual básica y no aporta suficiente evidencia de juicio o aplicación. / Se queda en definición general de sujetos de derechos y no convierte el contexto en una actuación pedagógica o institucional observable. / Ítem ya auditado en L029 con decisión DESCARTAR; no se reprocesa.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B01_I05","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","basica","RECONSTRUIR_OPEC","content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I05.json","L006-B","Duplica el foco de memoria normativa sobre la corresponsabilidad y repite la misma tríada de actores con poca novedad evaluativa. / Duplica el foco memorístico de DIL_B01_I02 y no aporta mejor discriminación ni mayor valor de banco. / Ítem ya auditado en L029 con decisión DESCARTAR; no se reprocesa.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B02_I05","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/PARD y restablecimiento de derechos/DIL_B02_I05.json","L023","La pregunta termina evaluando la definicion del hogar sustituto como medida provisional y no una decision situada de proteccion o una actuacion institucional concreta.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B04_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I02.json","L027","El item pregunta por el principio constitucional o legal que fundamenta la prohibicion de tratos degradantes y se resuelve por memoria normativa, no por actuacion escolar situada. / Se resuelve por recuerdo del principio de prohibición de tratos degradantes y no por actuación escolar situada.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B06_I01","DESCARTE_TECNICO","-100","pedagogia","","preescolar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I01.json","L024","La clave depende de recordar literalmente el Articulo 12 de la Convencion sobre los Derechos del Nino. Predomina memoria normativa declarativa. / Ítem ya auditado en L024 y registrado como omitido en L042; no se reprocesa.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B07_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","basica","REVISION_OPEC","content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I01.json","L022","Es una diferenciación técnico-constitucional de plebiscito y consulta popular sin actuación docente observable ni valor funcional para el banco. / Ítem ya auditado en L022 con decisión DESCARTAR; no se reprocesa.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B07_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","basica","RECONSTRUIR_OPEC","content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I03.json","L022","Se limita a clasificar mecanismos del artículo 103 de la Constitución; es memoria cívica sin decisión profesional observable. / Ítem ya auditado en L022 con decisión DESCARTAR; no se reprocesa.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B07_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","basica","REVISION_OPEC","content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I04.json","L022","Aunque trata derechos de la infancia, sigue siendo una pregunta de principio constitucional con bajo anclaje al rol docente y baja utilidad para el banco. / Ítem ya auditado en L022 con decisión DESCARTAR; no se reprocesa.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B08_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","DESCARTAR_DEFINITIVO","content/items/stand-by/Aptitud numérica: porcentajes y proporcionalidad/DIL_B08_I01.json","L030","El archivo aparece en el arbol web de GitHub, pero no fue recuperable por la API de contenidos ni por URL directa. Sin acceso al contenido no se puede validar clave, dificultad ni valor para el banco.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B08_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","DESCARTAR_DEFINITIVO","content/items/stand-by/Aptitud numérica: porcentajes y proporcionalidad/DIL_B08_I02.json","L030","El archivo aparece en el arbol web de GitHub, pero no fue recuperable por la API de contenidos ni por URL directa. Sin acceso al contenido no se puede validar clave, dificultad ni valor para el banco.","remanufactura/deuda-remanufactura-total.csv"
"DIL_B08_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","DESCARTAR_DEFINITIVO","content/items/stand-by/Aptitud numérica: porcentajes y proporcionalidad/DIL_B08_I03.json","L030","El archivo aparece en el arbol web de GitHub, pero no fue recuperable por la API de contenidos ni por URL directa. Sin acceso al contenido no se puede validar clave, dificultad ni valor para el banco.","remanufactura/deuda-remanufactura-total.csv"
"EFCC_B01_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Evaluación tecnicista, punitiva y formativa/EFCC_B01_I03.json","L016","La pregunta termina pidiendo la definición funcional de evaluación procesual formativa; el contraste entre opciones es demasiado evidente y la tarea no exige una decisión situada real.","remanufactura/deuda-remanufactura-total.csv"
"EFCC_B02_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Criterios, instrumentos y tipos de evaluacion/EFCC_B02_I01.json","L007","Pseudoanalisis con contexto decorativo; la clave se reconoce por memoria conceptual y los distractores son caricaturescos.","remanufactura/deuda-remanufactura-total.csv"
"EFCC_B02_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Criterios, instrumentos y tipos de evaluacion/EFCC_B02_I02.json","L007","Depende de memoria literal sobre criterios e instrumentos de evaluacion; la discriminacion esperable es baja por opciones obvias.","remanufactura/deuda-remanufactura-total.csv"
"EFCC_B02_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Criterios, instrumentos y tipos de evaluacion/EFCC_B02_I03.json","L007","Se resuelve por reconocimiento terminologico y no por juicio pedagogico; presenta distractores debiles y dificultad artificial.","remanufactura/deuda-remanufactura-total.csv"
"EFCC_B02_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","DESCARTAR_DEFINITIVO","content/items/stand-by/Criterios, instrumentos y tipos de evaluacion/EFCC_B02_I04.json","L007","La ruta fuente no resolvio en la rama master y no fue posible auditar ni corregir el item con trazabilidad suficiente.","remanufactura/deuda-remanufactura-total.csv"
"EFCC_B06_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I04.json","L015","Se reduce a nombrar autoevaluación, coevaluación y heteroevaluación; el contexto es decorativo, la clave es obvia y no exige una decisión pedagógica real. / El ítem deriva hacia clasificación evaluativa y deja la acción pedagógica en segundo plano; el contexto no aporta evidencia real.","remanufactura/deuda-remanufactura-total.csv"
"EIP_B01_I01","DESCARTE_TECNICO","-100","pedagogia","proyectos_pedagogicos","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I01.json","L008","La clave depende del recuerdo textual del artículo 14 de la Ley 115 y premia memoria normativa literal más que comprensión o decisión curricular.","remanufactura/deuda-remanufactura-total.csv"
"EIP_B02_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Marco legal del preescolar y organización del nivel/EIP_B02_I02.json","L022","El ítem se reduce a recordar los grados del nivel preescolar y cuál es obligatorio. No produce evidencia de decisión pedagógica o institucional.","remanufactura/deuda-remanufactura-total.csv"
"EIP_B02_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Marco legal del preescolar y organización del nivel/EIP_B02_I03.json","L022","Aunque presenta un caso, la respuesta depende de recuperar literalmente los principios normativos del nivel, con baja discriminación esperada.","remanufactura/deuda-remanufactura-total.csv"
"EIP_B03_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Desarrollo integral en preescolar - cinco dimensiones/EIP_B03_I01.json","L010-A","Depende del recuerdo literal de la lista del artículo 15 de la Ley 115 y reduce el desarrollo integral a nomenclatura normativa, justo el riesgo que este lote debía evitar.","remanufactura/deuda-remanufactura-total.csv"
"EIP_B04_I01","DESCARTE_TECNICO","-100","pedagogia","Reconocimiento del cuerpo","preescolar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Identidad, autonomía y reconocimiento del cuerpo/EIP_B04_I01.json","L001","La secuencia promueve autoconocimiento, aceptación corporal, identidad y autonomía, todos ejes centrales del nivel preescolar. / El contexto no compensa que la respuesta dependa del reconocimiento casi textual del objetivo legal y de distractores muy débiles, por lo que aporta poca evidencia sobre decisión pedagógica real.","remanufactura/deuda-remanufactura-total.csv"
"GA02_B05_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Concepto y tipos de currículo/GA02_B05_I01_concepto_curriculo.json","L032","Mide recuerdo definicional del concepto legal de curriculo y no exige interpretacion institucional ni decision pedagogica observable. / Mide definición literal de currículo educativo con base en Ley 115. La dificultad es baja y el valor funcional para perfil docente es insuficiente. / Definición legal de currículo sin aplicación institucional ni mediación docente observable.","remanufactura/deuda-remanufactura-total.csv"
"GA02_B05_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Concepto y tipos de currículo/GA02_B05_I02_curriculo_oficial.json","L032","Se resuelve por reconocimiento del nombre tecnico de curriculo oficial y no agrega valor frente a versiones curriculares mas fuertes ya auditadas. / Pseudoaplicación: pese al contexto institucional, la tarea sigue siendo distinguir currículo oficial como categoría documental, sin una decisión curricular situada. / Reconocimiento doctrinal del currículo oficial sin tarea profesional auténtica.","remanufactura/deuda-remanufactura-total.csv"
"GA02_B05_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Concepto y tipos de currículo/GA02_B05_I03_curriculo_oculto.json","L032","Aunque usa caso escolar, la tarea real es poner etiqueta al concepto y duplica una version mas fuerte ya auditada sobre curriculo oculto. / El caso de aula desemboca en nombrar el currículo oculto. La respuesta correcta depende de taxonomía conceptual y no de juicio pedagógico fino o lectura institucional útil. / Nombrar currículo oculto como etiqueta no aporta lectura curricular situada ni toma de decisiones.","remanufactura/deuda-remanufactura-total.csv"
"GA02_B05_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Concepto y tipos de currículo/GA02_B05_I04_curriculo_nulo.json","L032","Es una version mas debil y taxonomica del curriculo nulo, ya cubierta por un item previo con mejor lectura aplicada. / Se limita a identificar el currículo nulo a partir de una definición extensa. No mide toma de decisiones curriculares, coherencia PEI-currículo ni actuación docente real. / Identificación de currículo nulo por definición extensa sin valor docente auténtico.","remanufactura/deuda-remanufactura-total.csv"
"GA02_B08","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","DESCARTAR_DEFINITIVO","content/items/stand-by/Normatividad y fines de la educación/GA02_B08.json","L023","El archivo aparecio listado en GitHub, pero no fue recuperable por la API de contenidos ni por URL directa durante esta auditoria. Sin acceso al contenido no es posible verificar clave, trazabilidad ni calidad psicometrica.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B01_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Sesgos culturales, lenguaje inclusivo y discriminación cotidiana/IDD_B01_I04.json","L060","La clave conceptual del conflicto cognitivo es visible y los distractores no modelan errores docentes suficientemente plausibles.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B04_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/DUA, PIAR y ajustes razonables/IDD_B04_I01.json","L038","Puede salvarse tras corregir consistencia interna. / El nucleo de la tarea es distinguir definicionalmente DUA y PIAR. Aunque hay contexto, la evidencia real sigue siendo reconocimiento textual del concepto correcto y no una decision pedagogica observable.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B06_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Inclusión práctica vs. segregación en aula/IDD_B06_I03.json","L020","Aunque el caso apunta a mediacion intercultural pertinente, los distractores quedan demasiado moralizantes y la mejor respuesta resulta obvia, con baja capacidad de discriminacion.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B06_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Inclusión práctica vs. segregación en aula/IDD_B06_I04.json","L020","Depende de una definicion casi literal de inclusion efectiva y no de una decision docente observable o de una actuacion situada.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B09_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Inteligencia, inteligencias múltiples y didáctica heterogénea/IDD_B09_I01.json","L020","El item mide definicion conceptual de inteligencia coherente con competencias, pero no exige decision docente observable ni evidencia situada de desempeno profesional. / Formula una definición de inteligencia cercana a pseudoteoría competencial y no obliga a una actuación docente o institucional observable.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B09_I02","DESCARTE_TECNICO","-100","pedagogia","diversificación de mediaciones de acceso","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Inteligencia, inteligencias múltiples y didáctica heterogénea/IDD_B09_I02.json","L020","La tarea descansa en una lectura superficial y tipologica de inteligencias multiples, con riesgo de pseudoteoria y baja utilidad para un banco serio orientado a decisiones docentes observables. / La respuesta correcta no niega la abstracción ni individualiza en exceso; señala que el problema real es la homogeneización didáctica y la falta de mediaciones variadas para acceder al mismo propósito de aprendizaje.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B09_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Inteligencia, inteligencias múltiples y didáctica heterogénea/IDD_B09_I03.json","L020","Se resuelve por asociacion memoristica entre actividades y un tipo de inteligencia, sin valor suficiente de aplicacion didactica o juicio profesional. / Se reduce a asociar actividades estratégicas con una etiqueta de inteligencia, lo que lo vuelve una tipología trivial de baja discriminación.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B10_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I01.json","L033","Es crítica doctrinal al modelo transmisivo, pero no convierte el problema en una actuación profesional específica.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B10_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I02.json","L033","Pregunta taxonómica sobre tipos de memoria, con baja observabilidad de decisión docente.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B10_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I03.json","L033","Pide reconocer la función del lenguaje desde Vygotsky como etiqueta teórica más que como mediación docente evaluable.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B10_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I04.json","L033","Es una disquisición filosófica sobre constructivismo radical con valor muy bajo para banco docente observable.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B10_I05","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Constructivismo, Vygotsky, sujeto político y subjetividad del conocimiento/IDD_B10_I05.json","L033","El contexto de sujeto situado no se traduce en una decisión pedagógica concreta y la clave queda en un plano doctrinal general.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B11_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I02.json","L014","Aunque tiene accion docente, la clave sigue demasiado guiada por explicacion cientifica y contraejemplos esperables; discrimina poco.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B12_I04","DESCARTE_TECNICO","-100","pedagogia","Uso pedagógico del material concreto","basica_primaria","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Didáctica de áreas, resolución de problemas y material concreto/IDD_B12_I04.json","L043","La mediación docente estructura el tránsito conceptual. / El item se resuelve por reconocimiento de la teoria correcta sobre material concreto y no por una decision profesional situada. El contexto funciona como apoyo decorativo y los distractores son demasiado extremos.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B13_I02","DESCARTE_TECNICO","-100","pedagogia","Metacognición y autorregulación en básica primaria","basica_primaria","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Evaluación colaborativa, coevaluación y metacognición/IDD_B13_I02.json","L015","La metacognición se promueve cuando el estudiante hace explícito cómo aprendió, qué obstáculos encontró y cómo puede mejorar o transferir estrategias. / El item se resuelve por reconocimiento directo de la bitacora reflexiva como herramienta de metacognicion. No exige analizar evidencia ni comparar errores docentes plausibles, y los distractores son demasiado obvios. / Se reduce a reconocer la bitácora reflexiva como etiqueta correcta para metacognición. La clave es demasiado visible y los distr","remanufactura/deuda-remanufactura-total.csv"
"IDD_B14_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Diagnóstico pedagógico, saberes previos y evaluación formativa/IDD_B14_I01.json","L011","Demasiado genérico y redundante dentro del lote; no exige una decisión pedagógica suficientemente observable más allá de una formulación amplia sobre qué debe incluir el diagnóstico. / Generalidad pedagógica sin decisión auténtica ni evidencia de uso real del diagnóstico. / La respuesta correcta es una enumeración obvia de buenas prácticas diagnósticas frente a distractores absurdos. No discrimina bien y convierte el enfoque inclusivo en adhesión declarativa.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B14_I02","DESCARTE_TECNICO","-100","pedagogia","Conflicto cognitivo con sentido pedagógico","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Diagnóstico pedagógico, saberes previos y evaluación formativa/IDD_B14_I02.json","L011","El conocimiento de las ideas previas permite que el conflicto cognitivo tenga dirección pedagógica y no se convierta en simple desconcierto. / Se conserva por su núcleo valioso sobre saberes previos y evaluación formativa, aunque todavía con clave demasiado visible. / Pregunta teoría casi literal sobre Ausubel y saberes previos. Predomina la explicación correcta de manual, no una decisión didáctica situada con competencia real entre opciones.","remanufactura/deuda-remanufactura-total.csv"
"IDD_B14_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Diagnóstico pedagógico, saberes previos y evaluación formativa/IDD_B14_I04.json","L011","Se reduce a enumerar componentes del diagnóstico integral; la tarea no exige decisión pedagógica real y los distractores son demasiado obvios. / Pseudoanálisis basado en listado de componentes sin toma de decisiones pedagógicas real. / Se resuelve por una lista amplia y virtuosa frente a opciones estrechas u obvias. Mide reconocimiento del discurso integral, no juicio pedagógico fino.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I01.json","L028","Pregunta de clasificacion superficial sobre curriculo oculto; la clave se vuelve visible por terminologia tecnica. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I02.json","L028","Solo exige reconocer la definicion de curriculo oficial; no hay decision pedagogica observable. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I03.json","L028","Reduce el item a nombrar el curriculo operacional, con dificultad inflada por metalenguaje y no por razonamiento. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I04.json","L028","Clasificacion memoristica de curriculo nulo sin potencia discriminativa util para el banco. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I05","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I05.json","L028","Comparacion taxonomica entre curriculo formal y operacional; el contexto no agrega una tarea profesional real. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I06","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I06.json","L028","El escenario termina resolviendose por una etiqueta curricular obvia y no por una decision pedagogica situada. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I09","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I09.json","L028","Clasifica una actividad como extracurricular o complementaria sin tarea cognitiva ni decision pedagogica sustantiva. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I11","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I11.json","L028","La resolucion depende de una taxonomia poco estable y no de una decision pedagogica observable. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I12","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I12.json","L028","Aunque el contexto es util, la pregunta termina pidiendo el nombre de un principio curricular y no una actuacion profesional concreta. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I13","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I13.json","L028","Presenta inconsistencia entre la clave declarada, la justificacion y la funcion distractora; ademas es un item declarativo de baja discriminacion. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B18_I14","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Tipos de currículo/MTV_B18_I14.json","L028","Agrupa varios tipos de curriculo en una taxonomia memoristica con dificultad artificial y sin decision situada. / Ya auditado en L028; se conserva la trazabilidad previa y no se reprocesa en este lote de control de duplicados.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B22_I01","DESCARTE_TECNICO","-100","pedagogia","aprendizaje_significativo","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I01.json","L047","Premia reconocimiento de una definición central de Ausubel y no una decisión docente observable.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B22_I03","DESCARTE_TECNICO","-100","pedagogia","aprendizaje_significativo","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I03.json","L047","Obliga a clasificar el caso con jerga teórica y no a seleccionar una intervención pedagógica concreta.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B22_I04","DESCARTE_TECNICO","-100","pedagogia","aprendizaje_significativo","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I04.json","L047","Se concentra en nombrar un recurso técnico y no en juzgar una decisión de aula observable.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B22_I05","DESCARTE_TECNICO","-100","pedagogia","aprendizaje_significativo","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I05.json","L047","La clave es demasiado visible y la pregunta se resuelve como explicación doctrinal general.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B22_I10","DESCARTE_TECNICO","-100","pedagogia","aprendizaje_significativo","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I10.json","L047","Formula una tesis amplia sobre el rol docente, pero no exige una decisión suficientemente fina y observable.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B22_I11","DESCARTE_TECNICO","-100","pedagogia","aprendizaje_significativo","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I11.json","L047","Solapa un eje ya mejor cubierto por ítems previamente auditados sobre conflicto cognitivo y mantiene exceso de teorización.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B22_I12","DESCARTE_TECNICO","-100","pedagogia","aprendizaje_significativo","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I12.json","L047","La opción A es la mejor porque articula conocimiento previo, organización del contenido y transferencia, tres rasgos centrales de una enseñanza orientada a comprensión.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B31_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I01.json","L021","Pregunta definicion literal de jornada escolar. El contexto no agrega decision profesional ni mejora la discriminacion. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote.","remanufactura/deuda-remanufactura-total.csv"
