orden_piloto,estado_pilotaje,id_item,estado_beta,prioridad,area_canonica,subarea,perfil_sugerido,tipo_item,ruta_actual_o_propuesta,ruta_origen,lote,decisiones,acciones,fuentes,json_materializado,validacion_minima,destino_beta,notas
35,PILOTAJE_V1,EFCC_B06_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,Seguimiento continuo en educación inicial,preescolar,funcional,content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I03.json,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I03.json",L054,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L015 | auditoria/L054 | auditoria/L074,no,,content/items/beta-v1/pedagogia/EFCC_B06_I03.json,La evaluación formativa se reconoce cuando la información se recolecta a lo largo del proceso y se usa para intervenir la enseñanza mientras el aprendizaje aún puede mejorar. / Tiene ajuste pedagógico auténtico y evita la pseudoformatividad declarativa.
36,PILOTAJE_V1,DIL_B04_I01,PILOTAJE_V1_CANDIDATO,100,normatividad,Activacion de ruta ante riesgo,por_confirmar,funcional,"content/items/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I01.json","content/items/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I01.json",L027,LISTO_PARA_BANCO | MATERIALIZADO,mantener_en_banco | movido_a_content_items,auditoria/L027 | auditoria/L068 | auditoria/L078 | auditoria/L081 | content/items | fase-5/banco-final | fase-5b/microbloque-01/banco-premium,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/DIL_B04_I01.json,"Exige actuación situada de protección y activación de ruta; movido a ubicación final en content/items. / Ya materializado en Fase 5. / Convierte deber de cuidado y activación de ruta en una respuesta escolar observable sin recaer en memoria pura. / La opcion correcta se ajusta al deber de garante de la institucion: actuar con reserva, documentar hechos observables y activar la ruta competente sin retrasar la proteccion ni revictimizar al estudiante."
37,PILOTAJE_V1,CB04_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,"PIAR, DUA y ajustes razonables",por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/CB04_I01.json,content/items/stand-by/Inclusión Decreto 1421/CB04_I01.json,L019,LISTO_PARA_BANCO,,auditoria/L019,no,,content/items/beta-v1/normatividad/CB04_I01.json,"La opción correcta mantiene la obligación institucional de remover barreras y concretar apoyos pertinentes dentro del aula común. El Decreto 1421 no ordena segregar ni suspender el PIAR, y tampoco equipara inclusión con rebajar las metas de todo el grupo."
38,PILOTAJE_V1,CEOL_B02_I07,PILOTAJE_V1_CANDIDATO,90,normatividad,Actuación disciplinaria restaurativa,coordinador,funcional,content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B02_I07.json,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I07.json",L045,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L045 | auditoria/L056 | auditoria/L068 | auditoria/L078 | fase-5/pilotaje,no,,content/items/beta-v1/normatividad/CEOL_B02_I07.json,"Registro corregido desde L056 con trazabilidad de lote verificable. / La opción B es la mejor respuesta porque articula garantías mínimas del debido proceso con una salida restaurativa que busca reparación y seguimiento, no solo castigo o cierre informal. / La opción A es la más sólida porque combina garantías procedimentales, documentación, proporcionalidad y reparación. No renuncia al enfoque restaurativo, pero tampoco elimina la trazabilidad ni el análisis individual de responsabilidades. / E"
39,PILOTAJE_V1,CEOL_B03_I02,PILOTAJE_V1_CANDIDATO,90,normatividad,Limites frente a vulneracion grave de derechos,orientador,funcional,content/restructuring-v1/docente/normatividad/orientador/funcional/CEOL_B03_I02.json,"content/items/stand-by/Rol, funciones y límites del orientador escolar/CEOL_B03_I02.json",L027,LISTO_PARA_BANCO,,auditoria/L027,no,,content/items/beta-v1/normatividad/CEOL_B03_I02.json,"La opcion correcta delimita con precision el rol del orientador frente a vulneraciones graves: contener, proteger y activar la ruta, no investigar ni producir prueba judicial."
40,PILOTAJE_V1,CEOL_B10_I02,PILOTAJE_V1_CANDIDATO,90,normatividad,organizacion_educativa,rector_director_rural,funcional,content/items/normatividad/CEOL_B10_I02.json,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I02.json",L035,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L003 | auditoria/L035 | auditoria/L058 | auditoria/L077 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/CEOL_B10_I02.json,"La respuesta correcta es C porque la autonomia escolar permite organizar respuestas institucionales contextualizadas, pero no por fuera del marco constitucional, legal y procedimental que regula convivencia y derechos de los estudiantes. / Se conserva por su juicio institucional observable sobre autonomía escolar y debido proceso. / La clave es C porque la autonomía escolar habilita respuestas pedagógicas e institucionales contextualizadas, pero nunca por fuera de la jerarquía normativa ni del d"
41,PILOTAJE_V1,CEOL_B10_I03,PILOTAJE_V1_CANDIDATO,90,normatividad,organizacion_educativa,por_confirmar,funcional,content/items/normatividad/CEOL_B10_I03.json,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I03.json",L035,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L003 | auditoria/L035 | auditoria/L058 | auditoria/L077 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/CEOL_B10_I03.json,"La respuesta correcta es A porque combina prevencion, participacion, mediacion y seguimiento, que son rasgos de una gestion formativa y avanzada de convivencia en aula. / Se conserva porque traduce convivencia aplicada en práctica docente observable, aunque mantiene revisión humana de clasificación. / La clave es A porque refleja un enfoque preventivo, participativo y formativo de la convivencia: construcción compartida de acuerdos, anticipación de riesgos, mediación cotidiana y seguimiento sost"
42,PILOTAJE_V1,CEOL_B10_I04,PILOTAJE_V1_CANDIDATO,90,normatividad,organizacion_educativa,rector_director_rural,funcional,content/items/normatividad/CEOL_B10_I04.json,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I04.json",L035,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L003 | auditoria/L035 | auditoria/L058 | auditoria/L077 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/CEOL_B10_I04.json,"La respuesta correcta es C porque armoniza continuidad del servicio, organizacion institucional y respeto de los limites laborales y funcionales del personal docente. / Se conserva por su caso funcional sobre continuidad del servicio y límites laborales con autonomía institucional situada. / La clave es C porque armoniza el deber de garantizar continuidad del servicio con el respeto por la asignación académica, la jornada laboral y la diferenciación de roles. Resuelve la contingencia con planeac"
43,PILOTAJE_V1,DIL_B02_I02,PILOTAJE_V1_CANDIDATO,90,normatividad,activacion de ruta ante indicios de vulneracion,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B02_I02.json,content/items/stand-by/PARD y restablecimiento de derechos/DIL_B02_I02.json,L023,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L023 | auditoria/L064,no,,content/items/beta-v1/normatividad/DIL_B02_I02.json,La opcion A es la unica que conecta el caso con el supuesto juridico y protector correcto: indicios de vulneracion de derechos que obligan a activar la ruta y dar traslado a autoridad competente.
44,PILOTAJE_V1,DIL_B02_I06,PILOTAJE_V1_CANDIDATO,90,normatividad,limites de competencia escolar frente a presunto abuso,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B02_I06.json,content/items/stand-by/PARD y restablecimiento de derechos/DIL_B02_I06.json,L023,LISTO_PARA_BANCO,,auditoria/L023 | auditoria/L064,no,,content/items/beta-v1/normatividad/DIL_B02_I06.json,"La opcion A recoge la respuesta institucional correcta: proteccion inmediata, documentacion objetiva y traslado oportuno a autoridad competente, evitando revictimizacion y extralimitacion de funciones."
45,PILOTAJE_V1,DIL_B03_I04,PILOTAJE_V1_CANDIDATO,90,normatividad,evolucion_normativa_infancia,por_confirmar,funcional,content/items/normatividad/DIL_B03_I04.json,content/items/stand-by/Evolución normativa - Código del Menor vs. Ley 1098/DIL_B03_I04.json,L016,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco,,auditoria/L016 | content/items | content/items/_banco-operacional.csv | fase-5/pilotaje,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/DIL_B03_I04.json,"Ítem normativo relativamente situado sobre protección integral y rutas institucionales. / La opción A es la mejor respuesta porque lleva el principio de protección integral a actuaciones escolares concretas: prevenir, detectar, reportar y articular rutas sin esperar daño extremo ni orden judicial previa."
46,PILOTAJE_V1,DIL_B05_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,menor_infractor,orientador,funcional,content/items/normatividad/DIL_B05_I01.json,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I01.json",L064,BANCO_OPERACIONAL | LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | Listo para el banco,,auditoria/L022 | auditoria/L064 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/DIL_B05_I01.json,"La respuesta correcta activa la ruta de protección y restablecimiento correspondiente para un menor de 14 años, evitando judicialización penal ordinaria y respuestas expulsivas o ilegales."
47,PILOTAJE_V1,EIP_B02_I05,PILOTAJE_V1_CANDIDATO,90,normatividad,Promoción y apoyo pedagógico en preescolar,preescolar,funcional,content/restructuring-v1/docente/normatividad/preescolar/funcional/EIP_B02_I05.json,content/items/stand-by/Marco legal del preescolar y organización del nivel/EIP_B02_I05.json,L022,LISTO_PARA_BANCO,,auditoria/L022,no,,content/items/beta-v1/normatividad/EIP_B02_I05.json,La respuesta correcta mantiene el enfoque del nivel: acompañar el desarrollo con apoyos pedagógicos sin convertir las diferencias de ritmo en causal de reprobación o exclusión.
48,PILOTAJE_V1,IDD_B15_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,currículo_y_dur_1075,por_confirmar,funcional,content/items/normatividad/IDD_B15_I01.json,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I01.json",L032,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L008 | auditoria/L032 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/IDD_B15_I01.json,"Ya auditado en L008 y conservado en L029 como trazabilidad previa; no se reprocesa. / La inclusión curricular exige participación en aula regular con apoyos y ajustes razonables, no segregación ni homogeneización formal."
49,PILOTAJE_V1,NFL_B03_I01,PILOTAJE_V1_CANDIDATO,90,normatividad,debido_proceso,coordinador,funcional,content/items/normatividad/NFL_B03_I01.json,"content/items/stand-by/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I01.json",L035,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L010 | auditoria/L035 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B03_I01.json,"La clave es C porque una medida extrema exige proceso previo, posibilidad real de defensa y valoración integral del caso, incluida la posible incidencia de necesidades de apoyo o de inclusión."
50,PILOTAJE_V1,NFL_B03_I02,PILOTAJE_V1_CANDIDATO,90,normatividad,debido_proceso,coordinador,funcional,content/items/normatividad/NFL_B03_I02.json,"content/items/stand-by/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I02.json",L035,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L010 | auditoria/L035 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B03_I02.json,"La clave es A porque la congruencia exige correspondencia entre cargos comunicados, debate y decisión final. Si la institución sanciona por hechos nuevos sin permitir contradicción, rompe el derecho de defensa."
51,PILOTAJE_V1,NFL_B03_I05,PILOTAJE_V1_CANDIDATO,90,normatividad,debido_proceso,coordinador,funcional,content/items/normatividad/NFL_B03_I05.json,"content/items/stand-by/Debido proceso, congruencia y medidas correctivas extremas/NFL_B03_I05.json",L035,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L010 | auditoria/L035 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/NFL_B03_I05.json,"La clave es A porque sin conocimiento previo de los cargos ni oportunidad de responder, el estudiante y su familia quedan privados del núcleo básico del derecho de defensa."
52,PILOTAJE_V1,NFL_B08_I01,PILOTAJE_CON_AJUSTE,90,normatividad,Ajustes razonables y barreras,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/NFL_B08_I01.json,"content/items/stand-by/Igualdad material, discriminación positiva y debilidad manifiesta/NFL_B08_I01.json",L039,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA | OPERACIONAL_AJUSTADO,ajuste_menor_pre_pilotaje | pilotar,auditoria/L001 | auditoria/L019 | auditoria/L039 | fase-5b/banco-operacional/part-003.csv | fase-5b/remediacion-liviana/part-003.csv,no,,content/items/beta-v1/normatividad/NFL_B08_I01.json,"La igualdad material exige remover barreras con apoyos pertinentes, no uniformar el trato ni vaciar la experiencia educativa de propósito pedagógico. / La igualdad material exige responder a barreras reales con apoyos y ajustes razonables; no equivale ni a uniformidad ni a renuncia al aprendizaje."
53,PILOTAJE_V1,normatividad-convivencia-escolar-001,PILOTAJE_V1_CANDIDATO,90,normatividad,convivencia_escolar,por_confirmar,funcional,content/items/normatividad/normatividad-convivencia-escolar-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-convivencia-escolar-001.json,
54,PILOTAJE_V1,normatividad-convivencia-escolar-002,PILOTAJE_V1_CANDIDATO,90,normatividad,convivencia_escolar,por_confirmar,funcional,content/items/normatividad/normatividad-convivencia-escolar-002.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-convivencia-escolar-002.json,
55,PILOTAJE_V1,normatividad-evaluacion-normativa-001,PILOTAJE_V1_CANDIDATO,90,normatividad,evaluacion_del_aprendizaje,por_confirmar,funcional,content/items/normatividad/normatividad-evaluacion-normativa-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-evaluacion-normativa-001.json,
56,PILOTAJE_V1,CEOL_B09_I01,PILOTAJE_V1_CANDIDATO,90,competencias_ciudadanas,Apropiacion formativa de normas,por_confirmar,comportamental,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B09_I01.json,"content/items/stand-by/Gestión de aula, lectura, creatividad y honestidad académica/CEOL_B09_I01.json",L017,LISTO_PARA_BANCO,,auditoria/L017,no,,content/items/beta-v1/competencias_ciudadanas/CEOL_B09_I01.json,"La opcion correcta conecta la norma con comprension, corresponsabilidad y reparacion, que es la evidencia mas defendible de una convivencia escolar formativa y no meramente sancionatoria."
57,PILOTAJE_V1,CEOL_B02_I01,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,gestion_disciplinaria_con_enfoque_de_derechos,coordinador,funcional,content/restructuring-v1/docente/competencias_ciudadanas/coordinador/comportamental/CEOL_B02_I01.json,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I01.json",L013-A,LISTO_PARA_PILOTAJE,,auditoria/L013 | auditoria/L068 | auditoria/L078,no,,content/items/beta-v1/competencias_ciudadanas/CEOL_B02_I01.json,"La clave es B porque el enfoque de derechos no elimina las consecuencias, pero exige debido proceso, valoración del caso y medidas proporcionales con finalidad pedagógica. / Recuperable como juicio situado sobre respuesta disciplinaria proporcional y pedagógica."
58,PILOTAJE_V1,CEOL_B02_I05,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,respuesta_restaurativa_al_bullying,por_confirmar,funcional,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B02_I05.json,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I05.json",L013-B,LISTO_PARA_PILOTAJE,,auditoria/L013 | auditoria/L068 | auditoria/L078,no,,content/items/beta-v1/competencias_ciudadanas/CEOL_B02_I05.json,"La clave es B porque la justicia restaurativa no equivale a impunidad ni a sanción aislada: exige protección, responsabilización, reparación y seguimiento. / Sostiene un juicio restaurativo defendible, pero aún requiere fortalecer plausibilidad competitiva de distractores."
59,PILOTAJE_V1,CEOL_B04_I02,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,entorno_escolar_y_redes_de_proteccion,por_confirmar,comportamental,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B04_I02.json,"content/items/stand-by/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I02.json",L006-A,LISTO_PARA_PILOTAJE,,auditoria/L006,no,,content/items/beta-v1/competencias_ciudadanas/CEOL_B04_I02.json,"La clave es C porque responde desde la corresponsabilidad y la protección integral: reconoce el impacto del contexto, acompaña a los estudiantes, involucra a las familias y articula la red institucional y territorial sin criminalizar ni abandonar a la población escolar."
60,PILOTAJE_V1,CEOL_B04_I04,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,dialogo_comunitario_y_prevencion,por_confirmar,comportamental,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B04_I04.json,"content/items/stand-by/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I04.json",L006-A,LISTO_PARA_PILOTAJE,,auditoria/L006,no,,content/items/beta-v1/competencias_ciudadanas/CEOL_B04_I04.json,"La clave es D porque incorpora mediación comunitaria, lectura del entorno y corresponsabilidad preventiva. La respuesta correcta evita tanto la negación del problema como la criminalización de los estudiantes o la delegación exclusiva a la policía."
61,PILOTAJE_V1,DIL_B06_I02,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,Participacion decorativa,preescolar,funcional,content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I02.json,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I02.json",L024,LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L024 | auditoria/L053,no,,content/items/beta-v1/competencias_ciudadanas/DIL_B06_I02.json,"La opcion A es la unica que identifica la ausencia de informacion, consulta e incidencia como nucleo del problema. Las otras posiciones absolutizan o deforman la mediacion adulta. / Ítem ya auditado en L024 y registrado como omitido en L042; no se reprocesa."
62,PILOTAJE_V1,DIL_B06_I03,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,Agenciamiento politico,preescolar,funcional,content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I03.json,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I03.json",L024,LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L024 | auditoria/L053,no,,content/items/beta-v1/competencias_ciudadanas/DIL_B06_I03.json,"La opcion C es la unica que conjuga voz, lectura critica, incidencia gradual y acompanamiento. Las otras o instrumentalizan, silencian o adultizan de forma impropia la participacion. / Ítem ya auditado en L024 y registrado como omitido en L042; no se reprocesa."
63,PILOTAJE_V1,DIL_B06_I04,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,Consulta con incidencia real,preescolar,funcional,content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I04.json,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I04.json",L024,LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L024 | auditoria/L053,no,,content/items/beta-v1/competencias_ciudadanas/DIL_B06_I04.json,"La opcion B es la unica que incorpora informacion, expresion segura, procesamiento de aportes y devolucion con incidencia. Las otras confunden cobertura, agilidad administrativa o publicidad con participacion real. / Ítem ya auditado en L024 y registrado como omitido en L042; no se reprocesa."
64,PILOTAJE_V1,DIL_B07_I02,PILOTAJE_V1_RESERVA,65,competencias_ciudadanas,Límites de la democracia directa frente a derechos de la infancia,por_confirmar,funcional,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/funcional/DIL_B07_I02.json,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I02.json",L053,LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L022 | auditoria/L053,no,,content/items/beta-v1/competencias_ciudadanas/DIL_B07_I02.json,"Ítem ya auditado en L022 con decisión LISTO_PARA_PILOTAJE; no se reprocesa. / La opción correcta reconoce que no toda decisión mayoritaria es válida cuando se pretende afectar derechos fundamentales de la infancia y, además, diferencia la competencia del mecanismo invocado."
65,PILOTAJE_V1,CB08_I02,PILOTAJE_V1_CANDIDATO,90,gestion,Coherencia interna del PEI,rector_director_rural,funcional,content/restructuring-v1/docente/gestion/rector_director_rural/funcional/CB08_I02.json,content/items/stand-by/Referentes PEI/CB08_I02.json,L077,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L026 | auditoria/L066 | auditoria/L077,no,,content/items/beta-v1/gestion/CB08_I02.json,"La respuesta correcta es B porque un PEI institucionalmente coherente debe traducir sus principios declarados en orientaciones curriculares, pedagogicas y de convivencia observables. Si esto no ocurre, el documento pierde fuerza como carta de navegacion. / Conserva valor auténtico porque obliga a leer un desajuste real entre misión institucional y práctica pedagógica o de convivencia. / La opcion B es la correcta porque el PEI solo gana fuerza institucional si sus principios se traducen en decis"
66,PILOTAJE_V1,CB08_I03,PILOTAJE_V1_CANDIDATO,90,gestion,Diagnostico institucional y priorizacion del PMI,rector_director_rural,funcional,content/restructuring-v1/docente/gestion/rector_director_rural/funcional/CB08_I03.json,content/items/stand-by/Referentes PEI/CB08_I03.json,L077,LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE,,auditoria/L026 | auditoria/L066 | auditoria/L077,no,,content/items/beta-v1/gestion/CB08_I03.json,"La respuesta correcta es B porque un PMI defendible debe responder a la autoevaluacion y al diagnostico institucional. Si las alertas principales son pedagogicas y comunitarias, la planeacion y los recursos deben orientarse a esas barreras y no desplazarse a prioridades perifericas. / Conserva valor auténtico porque fuerza priorización institucional desde diagnóstico, PMI y PEI. / La opcion B es la unica que convierte el diagnostico en criterio real de priorizacion institucional y de asignacion "
67,PILOTAJE_V1,CB12_I01,PILOTAJE_V1_CANDIDATO,90,gestion,direccionamiento_institucional,por_confirmar,funcional,content/items/gestion/CB12_I01.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/gestion/CB12_I01.json,
68,PILOTAJE_V1,CEOL_B03_I05,PILOTAJE_V1_CANDIDATO,90,gestion,Limites frente a intervencion clinica,orientador,funcional,content/restructuring-v1/docente/gestion/orientador/funcional/CEOL_B03_I05.json,"content/items/stand-by/Rol, funciones y límites del orientador escolar/CEOL_B03_I05.json",L027,LISTO_PARA_BANCO,,auditoria/L027,no,,content/items/beta-v1/gestion/CEOL_B03_I05.json,"La opcion correcta delimita con claridad el alcance pedagogico del orientador y remite el componente clinico a la red de salud, evitando confundir acompanamiento escolar con psicoterapia."
69,PILOTAJE_V1,GCM-DIR-GES-PEI-0001,PILOTAJE_V1_CANDIDATO,90,gestion,gestion_directiva,por_confirmar,funcional,content/items/gestion/GCM-DIR-GES-PEI-0001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/gestion/GCM-DIR-GES-PEI-0001.json,
70,PILOTAJE_V1,gestion-liderazgo-apropiacion-pei-001,PILOTAJE_V1_CANDIDATO,90,gestion,gestion_directiva,por_confirmar,funcional,content/items/gestion/gestion-liderazgo-apropiacion-pei-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/gestion/gestion-liderazgo-apropiacion-pei-001.json,
71,PILOTAJE_V1,item-ges-0001,PILOTAJE_V1_CANDIDATO,85,gestion,gestion_directiva,por_confirmar,funcional,content/items/no-beta-v1/banco-operacional-previo/gestion/gestion_directiva/liderazgo_y_clima_escolar/GCM-DIR-GES-PEI-0001.json,,,apto_para_pilotaje,,content/items,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/gestion/item-ges-0001.json,
72,PILOTAJE_V1,CEOL_B02_I06,PILOTAJE_V1_RESERVA,65,gestion,actualizacion_restaurativa_del_manual,coordinador,funcional,content/restructuring-v1/docente/gestion/coordinador/funcional/CEOL_B02_I06.json,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I06.json",L013-B,LISTO_PARA_PILOTAJE,,auditoria/L013 | auditoria/L068 | auditoria/L078,no,,content/items/beta-v1/gestion/CEOL_B02_I06.json,"La clave es A porque el Manual de Convivencia no debe ser solo un catálogo de castigos; también debe orientar respuestas pedagógicas, reparadoras y proporcionales. / Trabaja actualización del Manual de Convivencia con sentido pedagógico, aunque no alcanza aún estándar de banco."
73,PILOTAJE_V1,IDD_B05_I02,PILOTAJE_V1_RESERVA,65,gestion,estrategia_institucional_de_accesibilidad,coordinador,funcional,content/restructuring-v1/docente/gestion/coordinador/funcional/IDD_B05_I02.json,"content/items/stand-by/Docente de apoyo, orientador y valoración pedagógica/IDD_B05_I02.json",L013-A,LISTO_PARA_PILOTAJE,,auditoria/L013,no,,content/items/beta-v1/gestion/IDD_B05_I02.json,"La clave es A porque la inclusión sostenible exige una respuesta institucional coordinada y no soluciones aisladas, condicionadas o delegadas a un solo actor."
74,PILOTAJE_V1,IDD_B05_I04,PILOTAJE_V1_RESERVA,65,gestion,articulacion_del_seguimiento_institucional,coordinador,funcional,content/restructuring-v1/docente/gestion/coordinador/funcional/IDD_B05_I04.json,"content/items/stand-by/Docente de apoyo, orientador y valoración pedagógica/IDD_B05_I04.json",L013-A,LISTO_PARA_PILOTAJE,,auditoria/L013,no,,content/items/beta-v1/gestion/IDD_B05_I04.json,"La clave es A porque el problema central es la falta de articulación; la solución exige coordinación y seguimiento compartido, no delegación a un solo actor."
75,PILOTAJE_V1,lectura-critica-analisis-argumentativo-001,PILOTAJE_V1_CANDIDATO,90,lectura_critica,comprension_textual_critica,por_confirmar,funcional,content/items/lectura_critica/lectura-critica-analisis-argumentativo-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/lectura_critica/lectura-critica-analisis-argumentativo-001.json,
