id_item,estado_beta,prioridad,area_canonica,subarea,perfil_sugerido,tipo_item,ruta_actual_o_propuesta,ruta_origen,lote,decisiones,acciones,fuentes,json_materializado,validacion_minima,destino_beta,notas
CEOL_B04_I05,PILOTAJE_V1_RESERVA,65,normatividad,seguimiento_a_ausentismo_y_permanencia,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/CEOL_B04_I05.json,"content/items/stand-by/Corresponsabilidad, entorno y cuidado institucional/CEOL_B04_I05.json",L006-A,LISTO_PARA_PILOTAJE,,auditoria/L006,no,,content/items/beta-v1/normatividad/CEOL_B04_I05.json,"La clave es B porque responde al ausentismo como señal de riesgo sobre permanencia y protección: investiga causas, involucra a la familia, acompaña académicamente y articula la ruta institucional antes de escalar otras medidas."
DIL_B04_I04,PILOTAJE_V1_RESERVA,65,normatividad,Confidencialidad en casos sensibles,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B04_I04.json,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I04.json",L027,LISTO_PARA_PILOTAJE,,auditoria/L027 | auditoria/L068 | auditoria/L078 | auditoria/L081,no,,content/items/beta-v1/normatividad/DIL_B04_I04.json,"La opcion correcta protege la intimidad del estudiante y cumple el deber institucional de reporte, evitando tanto la exposicion publica como la omision por espera de autorizaciones improcedentes. / Buena tarea sobre confidencialidad y protección, aunque con distractores demasiado extremos."
EIP_B02_I04,PILOTAJE_V1_RESERVA,65,normatividad,Carácter educativo del preescolar dentro del sistema formal,preescolar,funcional,content/restructuring-v1/docente/normatividad/preescolar/funcional/EIP_B02_I04.json,content/items/stand-by/Marco legal del preescolar y organización del nivel/EIP_B02_I04.json,L022,LISTO_PARA_PILOTAJE,,auditoria/L022,no,,content/items/beta-v1/normatividad/EIP_B02_I04.json,"La respuesta correcta reconoce que el preescolar integra la educación formal y tiene propósitos pedagógicos propios de desarrollo integral, sin reducirse al cuidado asistencial ni a la primarización temprana."
IDD_B02_I05,PILOTAJE_V1_RESERVA,65,normatividad,Matricula y ajustes razonables,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/IDD_B02_I05.json,"content/items/stand-by/Marco constitucional, legal y jurisprudencial de inclusión/IDD_B02_I05.json",L021,LISTO_PARA_PILOTAJE,,auditoria/L021,no,,content/items/beta-v1/normatividad/IDD_B02_I05.json,"La opcion A es la unica que garantiza el derecho de acceso sin barreras administrativas y activa una respuesta pedagogica institucional. Las otras respuestas dilatan, segregan o trasladan costos y responsabilidades."
IDD_B03_I01,PILOTAJE_V1_RESERVA,65,normatividad,inclusion_y_posicion_de_garante,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/IDD_B03_I01.json,"content/items/stand-by/Corresponsabilidad, garante y protección del estudiante/IDD_B03_I01.json",L006-A,LISTO_PARA_PILOTAJE,,auditoria/L006,no,,content/items/beta-v1/normatividad/IDD_B03_I01.json,"La clave es A porque mantiene la responsabilidad del aula en remover barreras, activar apoyos y sostener la participación del estudiante. No delega la inclusión a la familia ni al sistema de salud y evita soluciones segregadoras."
IDD_B03_I03,PILOTAJE_V1_RESERVA,65,normatividad,corresponsabilidad_en_apoyos_educativos,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/IDD_B03_I03.json,"content/items/stand-by/Corresponsabilidad, garante y protección del estudiante/IDD_B03_I03.json",L006-A,LISTO_PARA_PILOTAJE,,auditoria/L006,no,,content/items/beta-v1/normatividad/IDD_B03_I03.json,La clave es A porque la corresponsabilidad no significa pasividad ni traslado de carga económica o documental a la familia. Exige articulación activa de la escuela con otros actores para garantizar apoyos y continuidad educativa.
IDD_B18_I04,PILOTAJE_V1_RESERVA,65,normatividad,Castigo físico y enfoque restaurativo,orientador,funcional,content/restructuring-v1/docente/normatividad/orientador/funcional/IDD_B18_I04.json,"content/items/stand-by/Dignidad humana, equidad y columna vertebral del Código de Infancia/IDD_B18_I04.json",L012,LISTO_PARA_PILOTAJE,,auditoria/L012,no,,content/items/beta-v1/normatividad/IDD_B18_I04.json,Integra protección del menor y orientación restaurativa proporcional.
MTV_B31_I08,PILOTAJE_V1_RESERVA,65,normatividad,Descanso pedagogico,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/MTV_B31_I08.json,"content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I08.json",L021,LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L021 | auditoria/L041,no,,content/items/beta-v1/normatividad/MTV_B31_I08.json,"La opcion A es la unica que traduce el marco de cuidado a una actuacion institucional concreta durante el descanso. Las otras opciones suspenden, reducen o niegan indebidamente la responsabilidad escolar. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote."
MTV_B31_I09,PILOTAJE_V1_RESERVA,65,normatividad,Supervision del grupo,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/MTV_B31_I09.json,"content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I09.json",L021,LISTO_PARA_PILOTAJE | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L021 | auditoria/L041,no,,content/items/beta-v1/normatividad/MTV_B31_I09.json,"La opcion A es la unica que explica la razon de fondo de no dejar al grupo sin supervision. Las otras opciones remiten a tramites ajenos, principios no pertinentes o delegaciones impropias. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote."
NFL_B04_I02,PILOTAJE_V1_RESERVA,65,normatividad,Sentido formativo de la educacion media,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/,"content/items/stand-by/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I02.json",L014,LISTO_PARA_PILOTAJE,,auditoria/L014,no,,content/items/beta-v1/normatividad/NFL_B04_I02.json,"La opcion A conserva el nucleo del nivel: culminacion y consolidacion de la formacion anterior con proyeccion a educacion superior y trabajo. No niega la preparacion para pruebas, pero la subordina al sentido formativo del nivel."
NFL_B04_I03,PILOTAJE_V1_RESERVA,65,normatividad,Correspondencia entre perfil docente y nivel educativo,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/,"content/items/stand-by/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I03.json",L014,LISTO_PARA_PILOTAJE,,auditoria/L014,no,,content/items/beta-v1/normatividad/NFL_B04_I03.json,"La opcion A identifica el punto central: la profundidad y especialidad del nivel de media no quedan cubiertas automaticamente por un perfil generalista de primaria, incluso si existe cercania tematica."
NFL_B05_I01,PILOTAJE_V1_RESERVA,65,normatividad,Deber de garante y seguimiento institucional,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/,"content/items/stand-by/Corresponsabilidad educativa, ausentismo y posición de garante/NFL_B05_I01.json",L005,LISTO_PARA_PILOTAJE,,auditoria/L005,no,,content/items/beta-v1/normatividad/NFL_B05_I01.json,"La omision central no es disciplinaria sino de proteccion. Frente a ausentismo prolongado, la institucion debe activar seguimiento y corresponsabilidad para cuidar el derecho a la educacion y detectar posibles riesgos asociados."
NFL_B05_I03,PILOTAJE_V1_RESERVA,65,normatividad,Ausentismo como alerta temprana,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/funcional/,"content/items/stand-by/Corresponsabilidad educativa, ausentismo y posición de garante/NFL_B05_I03.json",L005,LISTO_PARA_PILOTAJE,,auditoria/L005,no,,content/items/beta-v1/normatividad/NFL_B05_I03.json,"La opcion A expresa una respuesta temprana y proporcional: reconoce el ausentismo como senal de riesgo, busca comprender sus causas y articula apoyos antes de que el caso derive en exclusion o sancion vacia."
NFL_B07_I04,PILOTAJE_V1_RESERVA,65,normatividad,garantia_real_de_permanencia,coordinador,funcional,content/restructuring-v1/docente/normatividad/coordinador/funcional/NFL_B07_I04.json,"content/items/stand-by/Educación como derecho fundamental, bien común y derecho pluridimensional/NFL_B07_I04.json",L013-A,LISTO_PARA_PILOTAJE,,auditoria/L013 | auditoria/L075,no,,content/items/beta-v1/normatividad/NFL_B07_I04.json,"La clave es B porque el derecho a la educación se vulnera también cuando las barreras impiden permanecer y participar, aunque el estudiante figure como matriculado."
CB05_I01,DESCARTE_TECNICO,-100,normatividad,comunicacion_institucional,por_confirmar,funcional,content/items/normatividad/CB05_I01.json,content/items/stand-by/Comunicación asertiva/CB05_I01.json,L030,BANCO_OPERACIONAL | DESCARTAR | LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | Listo para el banco,,auditoria/L030 | auditoria/L034 | auditoria/L060 | auditoria/L065 | auditoria/L072 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/CB05_I01.json,"La opcion B combina escucha, precision del problema y construccion conjunta de compromisos, que es justamente la forma mas defendible de comunicacion asertiva en un conflicto profesional. / La opción B integra escucha activa, delimitación objetiva del problema y construcción de acuerdos verificables. Esa secuencia muestra comunicación asertiva observable y orientada a solución, no solo control del conflicto. / La clave es demasiado visible por superioridad moral y las opciones incorrectas no com"
CB05_I02,DESCARTE_TECNICO,-100,normatividad,comunicacion_institucional,por_confirmar,funcional,content/items/normatividad/CB05_I02.json,content/items/stand-by/Comunicación asertiva/CB05_I02.json,L001,BANCO_OPERACIONAL | DESCARTAR | LISTO_PARA_BANCO | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L001 | auditoria/L030 | auditoria/L060 | auditoria/L065 | auditoria/L072 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/CB05_I02.json,"Escuchar, validar y encauzar el caso a un espacio formal permite atender la inconformidad sin escalar el conflicto ni sacrificar el análisis objetivo de los hechos. / Ya fue auditado en L001; no se reprocesa en L030. / Escenario potencialmente util, pero la respuesta correcta destaca por tono virtuoso mientras las demas alternativas son caricaturescas. / Escenario potencialmente útil, pero la respuesta correcta destaca por tono virtuoso y las alternativas son caricaturescas."
CB05_I03,DESCARTE_TECNICO,-100,normatividad,comunicacion_institucional,por_confirmar,funcional,content/items/normatividad/CB05_I03.json,content/items/stand-by/Comunicación asertiva/CB05_I03.json,L030,BANCO_OPERACIONAL | DESCARTAR | LISTO_PARA_BANCO | LISTO_PARA_PILOTAJE | Listo para el banco,,auditoria/L030 | auditoria/L034 | auditoria/L060 | auditoria/L065 | auditoria/L072 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/CB05_I03.json,"La opcion A mantiene el foco restaurativo: escucha, reconocimiento de afectaciones y construccion inicial de acuerdos. Las demas alternativas se desplazan hacia punicion o humillacion. / La opción A estructura una mediación restaurativa: escucha, reconocimiento del impacto, responsabilización y acuerdos verificables. Las demás opciones bloquean el diálogo o reemplazan la reparación por silenciamiento o exposición punitiva. / Se resuelve por adhesion restaurativa obvia y las opciones incorrectas "
CEOL_B10_I01,DESCARTE_TECNICO,-100,normatividad,organizacion_educativa,por_confirmar,funcional,content/items/normatividad/CEOL_B10_I01.json,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I01.json",L003,BANCO_OPERACIONAL | DESCARTAR | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L003 | auditoria/L035 | auditoria/L058 | auditoria/L077 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/CEOL_B10_I01.json,"Ítem normativo de memoria casi textual sobre los enfoques de la Ley 1620. El contexto no transforma la tarea real, los distractores compiten poco y el valor discriminativo para el banco es insuficiente. / Memoria normativa plana sobre enfoques de convivencia sin decisión institucional observable. / Se resuelve por memoria normativa casi textual sobre los enfoques de la Ley 1620. El caso es decorativo y no aporta juicio de gestion real."
CEOL_B10_I05,DESCARTE_TECNICO,-100,normatividad,organizacion_educativa,por_confirmar,funcional,content/items/normatividad/CEOL_B10_I05.json,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I05.json",L003,BANCO_OPERACIONAL | DESCARTAR | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L003 | auditoria/L035 | auditoria/L058 | auditoria/L077 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/CEOL_B10_I05.json,"Ítem excesivamente dependiente de recordar cifras horarias exactas y de comparar varias reglas de cargos distintos dentro de opciones largas. La dificultad proviene del recuerdo literal y de la carga verbal, no del constructo de juicio institucional. / La tarea depende de cifras normativas recordadas literalmente y no de decisión institucional observable. / Depende de recordar cifras horarias exactas y mezcla varios cargos en opciones largas. La dificultad proviene del recuerdo literal y de la c"
DIL_B02_I01,DESCARTE_TECNICO,-100,normatividad,Concepto básico del procedimiento,orientador,funcional,content/restructuring-v1/docente/normatividad/orientador/basica/DIL_B02_I01.json,content/items/stand-by/PARD y restablecimiento de derechos/DIL_B02_I01.json,L001,DESCARTAR | LISTO_PARA_PILOTAJE,,auditoria/L001 | auditoria/L023 | auditoria/L064,no,,content/restructuring-v1/00-beta-v1/remanufactura/DIL_B02_I01.json,"PARD nombra el procedimiento administrativo de protección orientado a restablecer derechos vulnerados o amenazados de niños, niñas y adolescentes. / Pregunta por la expansion de la sigla PARD y su definicion general, lo que la convierte en memoria legal plana de baja utilidad para el banco."
DIL_B03_I01,DESCARTE_TECNICO,-100,normatividad,evolucion_normativa_infancia,por_confirmar,funcional,content/items/normatividad/DIL_B03_I01.json,content/items/stand-by/Evolución normativa - Código del Menor vs. Ley 1098/DIL_B03_I01.json,L016,BANCO_OPERACIONAL | DESCARTAR | Listo para el banco,,auditoria/L016 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/DIL_B03_I01.json,"El ítem se apoya en recordar el contraste doctrinal entre situación irregular y protección integral, sin llevar esa diferencia a una decisión institucional o jurídica situada."
DIL_B03_I02,DESCARTE_TECNICO,-100,normatividad,evolucion_normativa_infancia,por_confirmar,funcional,content/items/normatividad/DIL_B03_I02.json,content/items/stand-by/Evolución normativa - Código del Menor vs. Ley 1098/DIL_B03_I02.json,L016,BANCO_OPERACIONAL | DESCARTAR | Listo para el banco,,auditoria/L016 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/DIL_B03_I02.json,La tarea es una interpretación plana del concepto de situación irregular; predomina memoria jurídica y los distractores no ofrecen competencia suficiente.
DIL_B03_I03,DESCARTE_TECNICO,-100,normatividad,evolucion_normativa_infancia,por_confirmar,funcional,content/items/normatividad/DIL_B03_I03.json,content/items/stand-by/Evolución normativa - Código del Menor vs. Ley 1098/DIL_B03_I03.json,L016,BANCO_OPERACIONAL | DESCARTAR | Listo para el banco,,auditoria/L016 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/DIL_B03_I03.json,"Aunque el contexto intenta situar el caso, la respuesta correcta depende sobre todo de recordar una formulación doctrinal general sobre titularidad de derechos y prevalencia del interés superior."
DIL_B05_I02,DESCARTE_TECNICO,-100,normatividad,menor_infractor,orientador,funcional,content/items/normatividad/DIL_B05_I02.json,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I02.json",L022,BANCO_OPERACIONAL | DESCARTAR | LISTO_PARA_PILOTAJE | Listo para el banco,,auditoria/L022 | auditoria/L064 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/DIL_B05_I02.json,"La respuesta correcta aplica la ruta administrativa de protección correspondiente a menores de 14 años, no el régimen penal adolescente ni la justicia ordinaria."
DIL_B05_I03,DESCARTE_TECNICO,-100,normatividad,menor_infractor,orientador,funcional,content/items/normatividad/DIL_B05_I03.json,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I03.json",L022,BANCO_OPERACIONAL | DESCARTAR | LISTO_PARA_BANCO | Listo para el banco,,auditoria/L022 | auditoria/L064 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/restructuring-v1/00-beta-v1/remanufactura/DIL_B05_I03.json,La respuesta correcta distingue dos rutas claramente diferentes: protección administrativa antes de los 14 años y sistema penal adolescente especializado a partir de los 14.
PPDC_B06_I02,DESCARTE_TECNICO,-100,normatividad,Educación para el trabajo y el desarrollo humano,por_confirmar,funcional,content/restructuring-v1/docente/normatividad/por_confirmar/basica/PPDC_B06_I02.json,"content/items/stand-by/Normatividad, fines de la educación y educación no formal/PPDC_B06_I02.json",L001,DESCARTAR | LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L001 | auditoria/L023 | auditoria/L041,no,,content/restructuring-v1/00-beta-v1/remanufactura/PPDC_B06_I02.json,"La ETDH agrupa ofertas estructuradas que desarrollan competencias ocupacionales sin hacer parte del sistema formal por niveles y grados. / Aunque tiene apariencia de caso, la tarea central es clasificar juridicamente la oferta como educacion para el trabajo y el desarrollo humano; depende de recuerdo normativo y no de juicio institucional o pedagogico suficiente. / Ya auditado en L023; se conserva la trazabilidad previa y no se reprocesa en este lote."
